win,lose,probability
Indiana Pacers,Philadelphia 76ers,0.9374049512487992
Portland Trail Blazers,Sacramento Kings,0.6704586008833116
San Antonio Spurs,Detroit Pistons,0.7848703653543456
Cleveland Cavaliers,Washington Wizards,0.7722842019384273
Atlanta Hawks,Philadelphia 76ers,0.9374176491033244
Washington Wizards,Chicago Bulls,0.5139779832467741
Detroit Pistons,Denver Nuggets,0.6449937289090302
San Antonio Spurs,Houston Rockets,0.8599739501343198
Boston Celtics,Indiana Pacers,0.5699820487477191
Miami Heat,Utah Jazz,0.5539699501951858
Memphis Grizzlies,Milwaukee Bucks,0.5888004516672387
Los Angeles Clippers,Minnesota Timberwolves,0.8130538218830988
New Orleans Pelicans,Los Angeles Lakers,0.7265736990504221
Phoenix Suns,Brooklyn Nets,0.5387783195852881
Toronto Raptors,New York Knicks,0.7859168782671246
Cleveland Cavaliers,Charlotte Hornets,0.6217867730222341
Golden State Warriors,Phoenix Suns,0.9494056733328304
Minnesota Timberwolves,Los Angeles Lakers,0.7419367397948657
Oklahoma City Thunder,Orlando Magic,0.8056569040880794
Portland Trail Blazers,Denver Nuggets,0.6984118411903583
Oklahoma City Thunder,Detroit Pistons,0.7332198939782273
Houston Rockets,Philadelphia 76ers,0.8979510446204508
Indiana Pacers,Orlando Magic,0.6574999673797128
Los Angeles Clippers,Brooklyn Nets,0.8896669437855088
Boston Celtics,New Orleans Pelicans,0.7774994574080537
Dallas Mavericks,New York Knicks,0.7056188736332067
San Antonio Spurs,Miami Heat,0.7181350549097922
Utah Jazz,Memphis Grizzlies,0.5268524584525333
Toronto Raptors,Cleveland Cavaliers,0.5035825246886373
Brooklyn Nets,Los Angeles Lakers,0.6383553068844623
Atlanta Hawks,Miami Heat,0.5426295509704383
Charlotte Hornets,Minnesota Timberwolves,0.753969043197797
Portland Trail Blazers,Chicago Bulls,0.5069323960090221
Atlanta Hawks,Milwaukee Bucks,0.7787359570583884
Boston Celtics,Dallas Mavericks,0.6056020360846774
Denver Nuggets,Phoenix Suns,0.6974637590393838
Cleveland Cavaliers,Indiana Pacers,0.7272920843970458
Los Angeles Clippers,Memphis Grizzlies,0.6981131640432354
Detroit Pistons,New York Knicks,0.7238767705423744
Oklahoma City Thunder,Houston Rockets,0.7321471659773477
Orlando Magic,New Orleans Pelicans,0.6004127953540445
Washington Wizards,Philadelphia 76ers,0.9198669698535382
San Antonio Spurs,Sacramento Kings,0.9000649278493832
Golden State Warriors,Toronto Raptors,0.772850110188089
Portland Trail Blazers,Houston Rockets,0.5934323662952965
Miami Heat,Milwaukee Bucks,0.7540998485714551
Minnesota Timberwolves,Philadelphia 76ers,0.8305989993904008
Chicago Bulls,Utah Jazz,0.5650408398424898
Washington Wizards,New York Knicks,0.6285096742062332
Golden State Warriors,Boston Celtics,0.8170585465031777
Atlanta Hawks,Charlotte Hornets,0.525267108911134
Cleveland Cavaliers,Detroit Pistons,0.6907091095940029
Dallas Mavericks,Memphis Grizzlies,0.5098493155367582
Toronto Raptors,Denver Nuggets,0.8045332522583787
Indiana Pacers,Phoenix Suns,0.8189696281388901
San Antonio Spurs,Los Angeles Lakers,0.9778171560619228
Portland Trail Blazers,New Orleans Pelicans,0.739179594460289
Oklahoma City Thunder,Brooklyn Nets,0.922613392049739
Los Angeles Clippers,Sacramento Kings,0.7804112720714933
Boston Celtics,Detroit Pistons,0.6033204089271751
Utah Jazz,Houston Rockets,0.5442694071939219
Los Angeles Clippers,Chicago Bulls,0.6151872491740991
Memphis Grizzlies,Minnesota Timberwolves,0.681746264084474
Golden State Warriors,Milwaukee Bucks,0.9293886719982876
Charlotte Hornets,New Orleans Pelicans,0.7682837151986237
Dallas Mavericks,Orlando Magic,0.6084862969180445
Phoenix Suns,Philadelphia 76ers,0.7696021555544924
Miami Heat,Washington Wizards,0.6276966458633141
Portland Trail Blazers,Brooklyn Nets,0.8520000007989821
Utah Jazz,Denver Nuggets,0.6331688864327247
Chicago Bulls,Los Angeles Lakers,0.89902215814884
Atlanta Hawks,New York Knicks,0.7858621983114502
Oklahoma City Thunder,Indiana Pacers,0.6854384632077895
Toronto Raptors,Sacramento Kings,0.8068158395321541
Charlotte Hornets,Memphis Grizzlies,0.6497015689911247
Detroit Pistons,Houston Rockets,0.5245159088751228
Golden State Warriors,Indiana Pacers,0.8530600160836924
Toronto Raptors,Los Angeles Clippers,0.5895081296723343
Orlando Magic,Milwaukee Bucks,0.5414938014421535
Boston Celtics,Minnesota Timberwolves,0.7635789095208374
Miami Heat,Philadelphia 76ers,0.9524596491025988
San Antonio Spurs,Dallas Mavericks,0.7996088896299028
Washington Wizards,Phoenix Suns,0.7805808956608812
Atlanta Hawks,New Orleans Pelicans,0.775717828622602
Chicago Bulls,Denver Nuggets,0.6419343747847213
Oklahoma City Thunder,Los Angeles Lakers,0.9589185225693383
Portland Trail Blazers,New York Knicks,0.752713079878703
Boston Celtics,Brooklyn Nets,0.876513343201795
San Antonio Spurs,Charlotte Hornets,0.7942977064641952
Cleveland Cavaliers,Portland Trail Blazers,0.6579283064000725
Los Angeles Clippers,Dallas Mavericks,0.7309547903103433
Miami Heat,Detroit Pistons,0.6033784866562386
Golden State Warriors,Los Angeles Lakers,0.9667311159033998
Toronto Raptors,Houston Rockets,0.7401174172730972
Atlanta Hawks,Indiana Pacers,0.564479015948815
New Orleans Pelicans,Minnesota Timberwolves,0.5411673553355711
Orlando Magic,Phoenix Suns,0.7113247652604292
Memphis Grizzlies,Philadelphia 76ers,0.9051604974725005
Oklahoma City Thunder,Sacramento Kings,0.8266675892818294
Utah Jazz,Denver Nuggets,0.634221279822581
San Antonio Spurs,Boston Celtics,0.7767754200312716
Cleveland Cavaliers,Dallas Mavericks,0.7095110396966869
Oklahoma City Thunder,Denver Nuggets,0.8245685603389561
Los Angeles Clippers,Detroit Pistons,0.6719227127036428
Indiana Pacers,Brooklyn Nets,0.8466463865473975
Golden State Warriors,Los Angeles Lakers,0.9826314863097256
Miami Heat,Memphis Grizzlies,0.6580531888440053
Toronto Raptors,Milwaukee Bucks,0.8262485905631424
Charlotte Hornets,New York Knicks,0.7807549639415577
Washington Wizards,Orlando Magic,0.5824035378896271
Chicago Bulls,Philadelphia 76ers,0.9324586877747115
Minnesota Timberwolves,Phoenix Suns,0.6031703871148638
Portland Trail Blazers,New Orleans Pelicans,0.7215391625561248
Houston Rockets,Sacramento Kings,0.6113589808981506
Atlanta Hawks,Utah Jazz,0.6482530273574577
Charlotte Hornets,New York Knicks,0.7159299874389957
Golden State Warriors,Minnesota Timberwolves,0.9280445850757868
Miami Heat,Memphis Grizzlies,0.6336596345969223
Oklahoma City Thunder,Detroit Pistons,0.6999138053465658
San Antonio Spurs,Washington Wizards,0.8518974782565327
Sacramento Kings,Brooklyn Nets,0.7120065543421188
Dallas Mavericks,New Orleans Pelicans,0.644424731593103
Los Angeles Clippers,Indiana Pacers,0.6409184002645335
Atlanta Hawks,Los Angeles Lakers,0.9266361522996914
Orlando Magic,Milwaukee Bucks,0.6045874779172229
Cleveland Cavaliers,Philadelphia 76ers,0.9757874845836523
Denver Nuggets,Phoenix Suns,0.6571756520714434
Portland Trail Blazers,Houston Rockets,0.5431554585500262
Golden State Warriors,Atlanta Hawks,0.7619235388088248
Charlotte Hornets,Memphis Grizzlies,0.6460862679026933
Boston Celtics,Miami Heat,0.548187687576946
Utah Jazz,Minnesota Timberwolves,0.681858734909926
Oklahoma City Thunder,New York Knicks,0.8714993061744734
Toronto Raptors,Philadelphia 76ers,0.953239758671003
Washington Wizards,Sacramento Kings,0.6300809468572972
Los Angeles Clippers,Brooklyn Nets,0.9052863690590742
Charlotte Hornets,Detroit Pistons,0.5585386124515332
Cleveland Cavaliers,Milwaukee Bucks,0.8580828983955779
New Orleans Pelicans,Los Angeles Lakers,0.7265736990504221
San Antonio Spurs,Orlando Magic,0.8663915187137367
Houston Rockets,Utah Jazz,0.5290484559710242
Boston Celtics,Detroit Pistons,0.5840177193172775
Chicago Bulls,Los Angeles Lakers,0.8342219174979868
San Antonio Spurs,Dallas Mavericks,0.8731778683256168
Miami Heat,Denver Nuggets,0.7223509698410175
New York Knicks,Minnesota Timberwolves,0.5310769005352849
Oklahoma City Thunder,Washington Wizards,0.7397688037865999
Atlanta Hawks,Phoenix Suns,0.8596603105119411
Indiana Pacers,Portland Trail Blazers,0.5133998956751123
Toronto Raptors,Memphis Grizzlies,0.7298482323821547
Milwaukee Bucks,Brooklyn Nets,0.6560788878719894
Charlotte Hornets,Dallas Mavericks,0.5804953398146306
Cleveland Cavaliers,Los Angeles Clippers,0.5366980108012075
Golden State Warriors,Houston Rockets,0.8400094657939006
Memphis Grizzlies,Orlando Magic,0.56943908249905
Miami Heat,Utah Jazz,0.6534025462417623
Atlanta Hawks,Detroit Pistons,0.5752174303198494
Boston Celtics,Sacramento Kings,0.7379136162362302
Cleveland Cavaliers,Chicago Bulls,0.7878076406418602
Houston Rockets,Denver Nuggets,0.6078893359207904
Los Angeles Clippers,New Orleans Pelicans,0.8247299370022204
New York Knicks,Minnesota Timberwolves,0.5233871841628447
Orlando Magic,Philadelphia 76ers,0.8872821614397564
San Antonio Spurs,Washington Wizards,0.8164018928280922
Toronto Raptors,Los Angeles Lakers,0.9228000630062401
Charlotte Hornets,Minnesota Timberwolves,0.7845910250919048
Chicago Bulls,Dallas Mavericks,0.5817001983449525
Golden State Warriors,Phoenix Suns,0.9494056733328304
Memphis Grizzlies,Los Angeles Lakers,0.828363518259368
Milwaukee Bucks,Brooklyn Nets,0.7088913889623121
Boston Celtics,Philadelphia 76ers,0.9524486593149674
Miami Heat,Portland Trail Blazers,0.5853201375859112
Toronto Raptors,Atlanta Hawks,0.5683127279829467
Utah Jazz,Denver Nuggets,0.634221279822581
Detroit Pistons,Orlando Magic,0.6258915393693085
Los Angeles Clippers,Indiana Pacers,0.5957592570854485
Sacramento Kings,New York Knicks,0.5665797344970098
Oklahoma City Thunder,New Orleans Pelicans,0.8562640238531521
Oklahoma City Thunder,Atlanta Hawks,0.6564099241876992
Washington Wizards,Brooklyn Nets,0.8026806616201888
Portland Trail Blazers,Chicago Bulls,0.5994483839663235
Charlotte Hornets,Dallas Mavericks,0.6568728906885744
Golden State Warriors,Indiana Pacers,0.8071557335327817
Boston Celtics,Houston Rockets,0.6428183063581312
Utah Jazz,Los Angeles Lakers,0.8955259427831899
San Antonio Spurs,Milwaukee Bucks,0.9111505510411915
Memphis Grizzlies,New Orleans Pelicans,0.6247721173915234
Denver Nuggets,Philadelphia 76ers,0.8597325240928135
Cleveland Cavaliers,Toronto Raptors,0.6098296435862063
Chicago Bulls,Detroit Pistons,0.5117924921894845
Memphis Grizzlies,Philadelphia 76ers,0.8916679276918404
Miami Heat,New York Knicks,0.7015276596614756
San Antonio Spurs,Minnesota Timberwolves,0.916816480978368
Utah Jazz,Phoenix Suns,0.7608551217696651
Washington Wizards,Orlando Magic,0.6015303222984518
Miami Heat,Atlanta Hawks,0.5139657370378989
Denver Nuggets,Brooklyn Nets,0.6847445915769679
Charlotte Hornets,Detroit Pistons,0.5585386124515332
Dallas Mavericks,Sacramento Kings,0.5872895763226565
Houston Rockets,Los Angeles Lakers,0.8376497063340761
Golden State Warriors,Los Angeles Clippers,0.7989907979505682
Portland Trail Blazers,Milwaukee Bucks,0.7090684648239532
Cleveland Cavaliers,New York Knicks,0.8830596041245182
Boston Celtics,Orlando Magic,0.7087525692132205
Indiana Pacers,Phoenix Suns,0.824058813611469
San Antonio Spurs,Chicago Bulls,0.8629567380095806
Portland Trail Blazers,Memphis Grizzlies,0.6094362927375034
New Orleans Pelicans,Philadelphia 76ers,0.8192281690889203
Toronto Raptors,Minnesota Timberwolves,0.8414089846503392
Golden State Warriors,Utah Jazz,0.8919498508866137
Washington Wizards,Denver Nuggets,0.6597209009747528
Toronto Raptors,Boston Celtics,0.617388464991527
Charlotte Hornets,Orlando Magic,0.6921901740657347
Cleveland Cavaliers,Miami Heat,0.6093041965409199
Indiana Pacers,Dallas Mavericks,0.6013517453098638
Phoenix Suns,Los Angeles Lakers,0.6829554433386793
Atlanta Hawks,Milwaukee Bucks,0.7460946674528828
Detroit Pistons,Minnesota Timberwolves,0.6928753666657542
Oklahoma City Thunder,Houston Rockets,0.7321471659773477
Sacramento Kings,New York Knicks,0.5193512872472373
Miami Heat,Chicago Bulls,0.6485916709722933
Cleveland Cavaliers,Charlotte Hornets,0.6217867730222341
Dallas Mavericks,Houston Rockets,0.5347533940062293
Portland Trail Blazers,Indiana Pacers,0.5180754576122046
Los Angeles Clippers,New Orleans Pelicans,0.8011580096814066
Golden State Warriors,Memphis Grizzlies,0.8939193250888401
Orlando Magic,Denver Nuggets,0.5731764083734883
San Antonio Spurs,Brooklyn Nets,0.9491065514926651
Utah Jazz,Sacramento Kings,0.6036944620892125
Washington Wizards,Milwaukee Bucks,0.6882272979810976
Detroit Pistons,Philadelphia 76ers,0.9123730919495429
New York Knicks,Los Angeles Lakers,0.8191521042368979
Golden State Warriors,Minnesota Timberwolves,0.9339758338955348
Oklahoma City Thunder,Boston Celtics,0.6196544891407759
New Orleans Pelicans,Phoenix Suns,0.6314332697705494
Dallas Mavericks,Denver Nuggets,0.6182810296087353
Houston Rockets,Brooklyn Nets,0.802611522777129
Charlotte Hornets,Indiana Pacers,0.5570677096213039
Los Angeles Clippers,Portland Trail Blazers,0.576024269644029
Miami Heat,Washington Wizards,0.5898473630961137
Sacramento Kings,Los Angeles Lakers,0.7786766480347953
Toronto Raptors,Milwaukee Bucks,0.8272844877816359
Atlanta Hawks,Orlando Magic,0.7064731479972708
Chicago Bulls,Minnesota Timberwolves,0.6907407501544605
Cleveland Cavaliers,Memphis Grizzlies,0.7660125418109818
Golden State Warriors,New Orleans Pelicans,0.9386692117071853
New York Knicks,Phoenix Suns,0.6871771873305592
Oklahoma City Thunder,Portland Trail Blazers,0.718313392923259
Brooklyn Nets,Los Angeles Lakers,0.5667595831870184
Detroit Pistons,Dallas Mavericks,0.5849414419865161
Houston Rockets,Sacramento Kings,0.6146857460448604
Cleveland Cavaliers,Memphis Grizzlies,0.794707252874762
Miami Heat,Indiana Pacers,0.5243422823314007
Los Angeles Clippers,Orlando Magic,0.7661875836503206
Toronto Raptors,Philadelphia 76ers,0.9694151341237822
San Antonio Spurs,Boston Celtics,0.7181841747387961
Oklahoma City Thunder,Utah Jazz,0.7730279027321552
Charlotte Hornets,Washington Wizards,0.6152884381052941
Portland Trail Blazers,Denver Nuggets,0.6784081830887462
Golden State Warriors,New York Knicks,0.8992365621941456
Chicago Bulls,Milwaukee Bucks,0.6744030946040537
Indiana Pacers,New Orleans Pelicans,0.7231931508793339
San Antonio Spurs,Phoenix Suns,0.9553125249067963
Boston Celtics,Charlotte Hornets,0.5082470562560928
Chicago Bulls,Milwaukee Bucks,0.6684844220393108
Houston Rockets,New Orleans Pelicans,0.6701583124631509
Memphis Grizzlies,Sacramento Kings,0.5987553020509561
Los Angeles Clippers,Miami Heat,0.6203244191639389
Orlando Magic,Brooklyn Nets,0.7504439227394176
Los Angeles Lakers,Philadelphia 76ers,0.6832536805196472
Toronto Raptors,Atlanta Hawks,0.5683127279829467
Dallas Mavericks,Utah Jazz,0.5462194893796235
Detroit Pistons,Washington Wizards,0.5407344829136288
Charlotte Hornets,Atlanta Hawks,0.5007816918674645
Cleveland Cavaliers,Los Angeles Lakers,0.9354200852197164
Denver Nuggets,New York Knicks,0.5229896075618387
Indiana Pacers,Detroit Pistons,0.5320864698836125
Golden State Warriors,Portland Trail Blazers,0.7941755970661033
Houston Rockets,Minnesota Timberwolves,0.6581228392028883
Oklahoma City Thunder,Phoenix Suns,0.9071432221280442
Dallas Mavericks,Sacramento Kings,0.5872895763226565
Utah Jazz,Memphis Grizzlies,0.5607762191012384
Boston Celtics,Miami Heat,0.548187687576946
Toronto Raptors,Orlando Magic,0.7938506932585224
Brooklyn Nets,Philadelphia 76ers,0.7324153182640682
San Antonio Spurs,New Orleans Pelicans,0.9030857525912704
Los Angeles Clippers,Washington Wizards,0.6941683893697708
Detroit Pistons,Chicago Bulls,0.5631131432105205
Dallas Mavericks,Denver Nuggets,0.624227550765881
Indiana Pacers,Washington Wizards,0.5682972600518055
Minnesota Timberwolves,Phoenix Suns,0.6499360493866683
Oklahoma City Thunder,Atlanta Hawks,0.6249235966122133
Charlotte Hornets,Los Angeles Lakers,0.8913774492997119
Golden State Warriors,Utah Jazz,0.8250453598815175
San Antonio Spurs,Houston Rockets,0.8599739501343198
Los Angeles Clippers,Denver Nuggets,0.7826514325182095
Boston Celtics,Memphis Grizzlies,0.657998579261504
Miami Heat,Orlando Magic,0.6771270469185124
Cleveland Cavaliers,Milwaukee Bucks,0.8580828983955779
Indiana Pacers,New York Knicks,0.737261297921308
New Orleans Pelicans,Philadelphia 76ers,0.8456271210021431
Portland Trail Blazers,Sacramento Kings,0.6815806883788271
Toronto Raptors,Brooklyn Nets,0.9040335066376546
Atlanta Hawks,Minnesota Timberwolves,0.7958509642916454
Washington Wizards,Chicago Bulls,0.5139779832467741
Cleveland Cavaliers,Milwaukee Bucks,0.8530318702765747
Detroit Pistons,Memphis Grizzlies,0.5798068219043907
Oklahoma City Thunder,New Orleans Pelicans,0.8632859868446996
Houston Rockets,Phoenix Suns,0.7887533575365335
Portland Trail Blazers,Dallas Mavericks,0.5259691020955933
Utah Jazz,Sacramento Kings,0.6036944620892125
Golden State Warriors,Brooklyn Nets,0.9688364472151166
Boston Celtics,Indiana Pacers,0.5699820487477191
San Antonio Spurs,Los Angeles Clippers,0.7559177079284605
Miami Heat,Los Angeles Lakers,0.8844344337064928
Orlando Magic,New York Knicks,0.5959525006503705
Oklahoma City Thunder,Boston Celtics,0.6482186363094363
Charlotte Hornets,Chicago Bulls,0.5618241372179843
Cleveland Cavaliers,Brooklyn Nets,0.9194535611043368
Atlanta Hawks,Denver Nuggets,0.717783388420528
Golden State Warriors,Detroit Pistons,0.8694775527198568
Los Angeles Clippers,Dallas Mavericks,0.6330696595625503
Houston Rockets,Memphis Grizzlies,0.5341781199823356
Washington Wizards,Milwaukee Bucks,0.6326549078723191
Sacramento Kings,Minnesota Timberwolves,0.5293991871062719
Miami Heat,New Orleans Pelicans,0.7775414366474163
Orlando Magic,Los Angeles Lakers,0.792346490323135
Phoenix Suns,Philadelphia 76ers,0.7165457261499527
San Antonio Spurs,Portland Trail Blazers,0.8280493964693718
Toronto Raptors,Utah Jazz,0.7488988521187212
Golden State Warriors,Cleveland Cavaliers,0.737380281839654
Los Angeles Clippers,Los Angeles Lakers,0.9456342737922078
Boston Celtics,New York Knicks,0.7896105308257778
Oklahoma City Thunder,Minnesota Timberwolves,0.8703749918879187
San Antonio Spurs,Chicago Bulls,0.787113468328068
Charlotte Hornets,Brooklyn Nets,0.8707167271356628
Indiana Pacers,Chicago Bulls,0.5797664593438857
Cleveland Cavaliers,Detroit Pistons,0.753704522792888
Houston Rockets,Phoenix Suns,0.7691543890415836
Los Angeles Clippers,Denver Nuggets,0.7826514325182095
Atlanta Hawks,Minnesota Timberwolves,0.7595080481801517
Dallas Mavericks,New Orleans Pelicans,0.6905675506836944
Memphis Grizzlies,Orlando Magic,0.5369408981131315
Toronto Raptors,Portland Trail Blazers,0.6906950791422757
Sacramento Kings,Philadelphia 76ers,0.857146634046559
Washington Wizards,Milwaukee Bucks,0.6882272979810976
Boston Celtics,Memphis Grizzlies,0.6729995573033093
Houston Rockets,Dallas Mavericks,0.5459786713568421
Utah Jazz,Los Angeles Lakers,0.8955259427831899
Oklahoma City Thunder,Miami Heat,0.6867679637720212
Atlanta Hawks,New York Knicks,0.7295418036856703
Chicago Bulls,Brooklyn Nets,0.7986218034453249
Denver Nuggets,Minnesota Timberwolves,0.6130819811744862
Detroit Pistons,Milwaukee Bucks,0.7098448311124879
Golden State Warriors,Toronto Raptors,0.664157101258064
Los Angeles Clippers,New Orleans Pelicans,0.8247299370022204
Charlotte Hornets,Orlando Magic,0.6977961587762662
Portland Trail Blazers,Sacramento Kings,0.6704586008833116
San Antonio Spurs,Phoenix Suns,0.9385799887606279
Indiana Pacers,Washington Wizards,0.5575706170665975
Miami Heat,Charlotte Hornets,0.5309142569690232
Cleveland Cavaliers,Boston Celtics,0.6093619654329137
Dallas Mavericks,Los Angeles Lakers,0.8918875309520621
Oklahoma City Thunder,Memphis Grizzlies,0.7766221574164844
Toronto Raptors,Phoenix Suns,0.9083664640323411
Utah Jazz,Philadelphia 76ers,0.8936419278698593
Atlanta Hawks,Detroit Pistons,0.5752174303198494
Miami Heat,Boston Celtics,0.5049397131204538
Denver Nuggets,Philadelphia 76ers,0.8589225588623166
Golden State Warriors,Dallas Mavericks,0.8305057795484276
Los Angeles Clippers,Houston Rockets,0.7078969932886648
Indiana Pacers,Chicago Bulls,0.5225753666939771
